city;city_ascii;state_id;state_name;county_fips;county_name;lat;lng;population;density;source;military;incorporated;timezone;ranking;id
Boulder;Boulder;CO;Colorado;08013;Boulder;40,0248;-105,2524;122549;1595;shape;FALSE;TRUE;America/Denver;2;1840018774
Texas City;Texas City;TX;Texas;48167;Galveston;29,4154;-94,9682;122017;288;shape;FALSE;TRUE;America/Chicago;2;1840022234
Iowa City;Iowa City;IA;Iowa;19103;Johnson;41,6559;-91,5303;120928;1144;shape;FALSE;TRUE;America/Chicago;2;1840000532
Waldorf;Waldorf;MD;Maryland;24017;Charles;38,6085;-76,9194;120707;827;shape;FALSE;FALSE;America/New_York;2;1840006175
East Los Angeles;East Los Angeles;CA;California;06037;Los Angeles;34,0326;-118,1691;120504;6242;shape;FALSE;FALSE;America/Los_Angeles;2;1840019206
Redding;Redding;CA;California;06089;Shasta;40,5698;-122,365;120370;595;shape;FALSE;TRUE;America/Los_Angeles;2;1840020141
Arvada;Arvada;CO;Colorado;08059;Jefferson;39,832;-105,151;120229;1193;shape;FALSE;TRUE;America/Denver;2;1840018788
The Villages;The Villages;FL;Florida;12119;Sumter;28,9034;-81,9887;119296;963;shape;FALSE;FALSE;America/New_York;2;1840014065
Saginaw;Saginaw;MI;Michigan;26145;Saginaw;43,4199;-83,9501;118845;1093;shape;FALSE;TRUE;America/Detroit;2;1840002813
Ponce;Ponce;PR;Puerto Rico;72113;Ponce;18,0127;-66,6212;118641;1497;shape;FALSE;FALSE;America/Puerto_Rico;2;1630023669
Richardson;Richardson;TX;Texas;48113;Dallas;32,9716;-96,7093;118583;1602;shape;FALSE;TRUE;America/Chicago;2;1840020710
Sugar Land;Sugar Land;TX;Texas;48157;Fort Bend;29,5935;-95,6358;118563;1131;shape;FALSE;TRUE;America/Chicago;2;1840022217
Leominster;Leominster;MA;Massachusetts;25027;Worcester;42,5209;-71,7717;118190;557;shape;FALSE;TRUE;America/New_York;2;1840000437
St. Cloud;St. Cloud;MN;Minnesota;27145;Stearns;45,534;-94,1718;118139;660;shape;FALSE;TRUE;America/Chicago;2;1840008881
Duluth;Duluth;MN;Minnesota;27137;St. Louis;46,7756;-92,1393;117934;462;shape;FALSE;TRUE;America/Chicago;2;1840007685
Cambridge;Cambridge;MA;Massachusetts;25017;Middlesex;42,3759;-71,1185;117822;7115;shape;FALSE;TRUE;America/New_York;2;1840000429
Monroe;Monroe;LA;Louisiana;22073;Ouachita;32,5185;-92,0774;117197;623;shape;FALSE;TRUE;America/Chicago;2;1840014881
Independence;Independence;MO;Missouri;29095;Jackson;39,0871;-94,3501;117139;579;shape;FALSE;TRUE;America/Chicago;2;1840008534
Rochester;Rochester;MN;Minnesota;27109;Olmsted;44,0154;-92,478;116962;814;shape;FALSE;TRUE;America/Chicago;2;1840008987
Rock Hill;Rock Hill;SC;South Carolina;45091;York;34,9415;-81,0241;116746;736;shape;FALSE;TRUE;America/New_York;2;1840014618
Bloomington;Bloomington;IN;Indiana;18105;Monroe;39,1637;-86,5257;116615;1407;shape;FALSE;TRUE;America/Indiana/Indianapolis;2;1840007376
Billings;Billings;MT;Montana;30111;Yellowstone;45,7891;-108,5526;116593;945;shape;FALSE;TRUE;America/Denver;2;1840018496
Seaside;Seaside;CA;California;06053;Monterey;36,6224;-121,8199;116189;1473;shape;FALSE;TRUE;America/Los_Angeles;2;1840021634
Clearwater;Clearwater;FL;Florida;12103;Pinellas;27,979;-82,7623;115975;1716;shape;FALSE;TRUE;America/New_York;2;1840015110
Brandon;Brandon;FL;Florida;12057;Hillsborough;27,9367;-82,3;115909;1350;shape;FALSE;FALSE;America/New_York;2;1840014151
Burlington;Burlington;VT;Vermont;50007;Chittenden;44,4876;-73,2316;115682;1596;shape;FALSE;TRUE;America/New_York;2;1840002310
Pottstown;Pottstown;PA;Pennsylvania;42091;Montgomery;40,2508;-75,6445;115413;1801;shape;FALSE;TRUE;America/New_York;2;1840001373
Waterloo;Waterloo;IA;Iowa;19013;Black Hawk;42,4918;-92,3522;115266;424;shape;FALSE;TRUE;America/Chicago;2;1840000440
West Jordan;West Jordan;UT;Utah;49035;Salt Lake;40,6024;-112,0008;115181;1375;shape;FALSE;TRUE;America/Denver;2;1840021388
Coeur d'Alene;Coeur d'Alene;ID;Idaho;16055;Kootenai;47,704;-116,7936;114880;1234;shape;FALSE;TRUE;America/Los_Angeles;2;1840018402
Westminster;Westminster;CO;Colorado;08001;Adams;39,8837;-105,0624;114832;1403;shape;FALSE;TRUE;America/Denver;2;1840021423
St. George;St. George;UT;Utah;49053;Washington;37,0758;-113,5752;114612;429;shape;FALSE;TRUE;America/Denver;2;1840021559
Gilroy;Gilroy;CA;California;06085;Santa Clara;37,0046;-121,5854;114461;1289;shape;FALSE;TRUE;America/Los_Angeles;2;1840020327
Carlsbad;Carlsbad;CA;California;06073;San Diego;33,1246;-117,2834;114411;1169;shape;FALSE;TRUE;America/Los_Angeles;2;1840019352
El Monte;El Monte;CA;California;06037;Los Angeles;34,0739;-118,0291;113917;4602;shape;FALSE;TRUE;America/Los_Angeles;2;1840020480
North Charleston;North Charleston;SC;South Carolina;45019;Charleston;32,9067;-80,0722;113880;566;shape;FALSE;TRUE;America/New_York;2;1840015164
Chico;Chico;CA;California;06007;Butte;39,7578;-121,8161;113201;1116;shape;FALSE;TRUE;America/Los_Angeles;2;1840018778
Temecula;Temecula;CA;California;06065;Riverside;33,4928;-117,1315;113117;1171;shape;FALSE;TRUE;America/Los_Angeles;2;1840021937
Costa Mesa;Costa Mesa;CA;California;06059;Orange;33,6667;-117,9135;112958;2759;shape;FALSE;TRUE;America/Los_Angeles;2;1840019326
Utica;Utica;NY;New York;36065;Oneida;43,0962;-75,2261;112948;1384;shape;FALSE;TRUE;America/New_York;2;1840002746
Clovis;Clovis;CA;California;06019;Fresno;36,8278;-119,683;112663;1711;shape;FALSE;TRUE;America/Los_Angeles;2;1840018944
Norman;Norman;OK;Oklahoma;40027;Cleveland;35,2335;-97,3471;112576;267;shape;FALSE;TRUE;America/Chicago;2;1840020451
Elgin;Elgin;IL;Illinois;17089;Kane;42,0383;-88,324;112062;1137;shape;FALSE;TRUE;America/Chicago;2;1840008134
Centennial;Centennial;CO;Colorado;08005;Arapahoe;39,5926;-104,8673;111331;1446;shape;FALSE;TRUE;America/Denver;2;1840018792
Lowell;Lowell;MA;Massachusetts;25017;Middlesex;42,6389;-71,3217;111311;3157;shape;FALSE;TRUE;America/New_York;2;1840000426
Downey;Downey;CA;California;06037;Los Angeles;33,9379;-118,1311;111263;3462;shape;FALSE;TRUE;America/Los_Angeles;2;1840019245
Pompano Beach;Pompano Beach;FL;Florida;12011;Broward;26,2428;-80,1312;111202;1787;shape;FALSE;TRUE;America/New_York;2;1840015143
West Palm Beach;West Palm Beach;FL;Florida;12099;Palm Beach;26,7469;-80,132;111006;796;shape;FALSE;TRUE;America/New_York;2;1840015993
Abilene;Abilene;TX;Texas;48441;Taylor;32,4543;-99,7384;110993;451;shape;FALSE;TRUE;America/Chicago;2;1840019476
Everett;Everett;WA;Washington;53061;Snohomish;47,9525;-122,1669;110840;1289;shape;FALSE;TRUE;America/Los_Angeles;2;1840019785
Miami Gardens;Miami Gardens;FL;Florida;12086;Miami-Dade;25,9433;-80,2426;110767;2346;shape;FALSE;TRUE;America/New_York;2;1840015151
Gresham;Gresham;OR;Oregon;41051;Multnomah;45,5021;-122,4413;110456;1817;shape;FALSE;TRUE;America/Los_Angeles;2;1840019939
El Centro;El Centro;CA;California;06025;Imperial;32,7865;-115,5595;110434;1430;shape;FALSE;TRUE;America/Los_Angeles;2;1840020630
Richmond;Richmond;CA;California;06013;Contra Costa;37,9477;-122,3389;110051;1413;shape;FALSE;TRUE;America/Los_Angeles;2;1840020277
Inglewood;Inglewood;CA;California;06037;Los Angeles;33,9566;-118,3444;109309;4654;shape;FALSE;TRUE;America/Los_Angeles;2;1840019237
Salisbury;Salisbury;MD;Maryland;24045;Wicomico;38,3756;-75,5865;108982;920;shape;FALSE;TRUE;America/New_York;2;1840006219
Broken Arrow;Broken Arrow;OK;Oklahoma;40143;Tulsa;36,038;-95,7806;108875;667;shape;FALSE;TRUE;America/Chicago;2;1840019059
San Buenaventura;San Buenaventura;CA;California;06111;Ventura;34,2741;-119,2314;108467;1913;shape;FALSE;TRUE;America/Los_Angeles;2;1840037414
Sandy Springs;Sandy Springs;GA;Georgia;13121;Fulton;33,9366;-84,3703;108180;1109;shape;FALSE;TRUE;America/New_York;2;1840015609
Hillsboro;Hillsboro;OR;Oregon;41067;Washington;45,5273;-122,936;108026;1624;shape;FALSE;TRUE;America/Los_Angeles;2;1840019932
Sioux City;Sioux City;IA;Iowa;19193;Woodbury;42,4959;-96,3901;107932;545;shape;FALSE;TRUE;America/Chicago;2;1840000447
Jacksonville;Jacksonville;NC;North Carolina;37133;Onslow;34,7289;-77,3941;107890;589;shape;FALSE;TRUE;America/New_York;2;1840014653
Meridian;Meridian;ID;Idaho;16001;Ada;43,6116;-116,3977;107787;1186;shape;FALSE;TRUE;America/Boise;2;1840020046
Lewisville;Lewisville;TX;Texas;48121;Denton;33,0454;-96,9815;107740;1124;shape;FALSE;TRUE;America/Chicago;2;1840020639
Bend;Bend;OR;Oregon;41017;Deschutes;44,0563;-121,3095;107460;1114;shape;FALSE;TRUE;America/Los_Angeles;2;1840018618
Daly City;Daly City;CA;California;06081;San Mateo;37,6862;-122,4685;107197;5418;shape;FALSE;TRUE;America/Los_Angeles;2;1840018926
Highlands Ranch;Highlands Ranch;CO;Colorado;08035;Douglas;39,5419;-104,9708;107017;1702;shape;FALSE;FALSE;America/Denver;2;1840028579
Jurupa Valley;Jurupa Valley;CA;California;06065;Riverside;34,001;-117,4706;106646;958;shape;FALSE;TRUE;America/Los_Angeles;2;1840043419
Temple;Temple;TX;Texas;48027;Bell;31,1068;-97,3891;106332;415;shape;FALSE;TRUE;America/Chicago;2;1840022154
Logan;Logan;UT;Utah;49005;Cache;41,7399;-111,8422;106319;1109;shape;FALSE;TRUE;America/Denver;2;1840020108
Kailua;Kailua;HI;Hawaii;15003;Honolulu;21,392;-157,7396;106260;1882;shape;FALSE;FALSE;Pacific/Honolulu;2;1840023244
West Covina;West Covina;CA;California;06037;Los Angeles;34,0555;-117,9113;105808;2547;shape;FALSE;TRUE;America/Los_Angeles;2;1840021876
Davie;Davie;FL;Florida;12011;Broward;26,0789;-80,287;105594;1168;shape;FALSE;TRUE;America/New_York;2;1840017272
Columbia;Columbia;MD;Maryland;24027;Howard;39,2004;-76,859;105412;1274;shape;FALSE;FALSE;America/New_York;2;1840005803
League City;League City;TX;Texas;48167;Galveston;29,4874;-95,1087;105410;793;shape;FALSE;TRUE;America/Chicago;2;1840020973
Mandeville;Mandeville;LA;Louisiana;22103;St. Tammany;30,3751;-90,0904;105097;681;shape;FALSE;TRUE;America/Chicago;2;1840015909
San Tan Valley;San Tan Valley;AZ;Arizona;04021;Pinal;33,1786;-111,5629;104936;534;shape;FALSE;FALSE;America/Phoenix;2;1840027990
Turlock;Turlock;CA;California;06099;Stanislaus;37,5053;-120,8588;104719;1660;shape;FALSE;TRUE;America/Los_Angeles;2;1840021533
Norwalk;Norwalk;CA;California;06037;Los Angeles;33,9069;-118,0829;104524;4157;shape;FALSE;TRUE;America/Los_Angeles;2;1840020501
Allen;Allen;TX;Texas;48085;Collin;33,1088;-96,6735;104040;1521;shape;FALSE;TRUE;America/Chicago;2;1840019396
San Germán;San German;PR;Puerto Rico;72125;San Germán;18,0827;-67,046;103747;1270;shape;FALSE;FALSE;America/Puerto_Rico;2;1630023526
San Mateo;San Mateo;CA;California;06081;San Mateo;37,5522;-122,3121;103619;3297;shape;FALSE;TRUE;America/Los_Angeles;2;1840021551
Rialto;Rialto;CA;California;06071;San Bernardino;34,1175;-117,3892;103549;1659;shape;FALSE;TRUE;America/Los_Angeles;2;1840020407
Burbank;Burbank;CA;California;06037;Los Angeles;34,1879;-118,3235;103411;2305;shape;FALSE;TRUE;America/Los_Angeles;2;1840019233
El Cajon;El Cajon;CA;California;06073;San Diego;32,8017;-116,9604;103249;2747;shape;FALSE;TRUE;America/Los_Angeles;2;1840020618
Eau Claire;Eau Claire;WI;Wisconsin;55035;Eau Claire;44,8197;-91,4948;103197;807;shape;FALSE;TRUE;America/Chicago;2;1840002296
Sparks;Sparks;NV;Nevada;32031;Washoe;39,5736;-119,7161;102895;1090;shape;FALSE;TRUE;America/Los_Angeles;2;1840021337
Charlottesville;Charlottesville;VA;Virginia;51540;Charlottesville;38,0375;-78,4855;102164;1779;shape;FALSE;TRUE;America/New_York;2;1840001678
Renton;Renton;WA;Washington;53033;King;47,4784;-122,1918;101871;1675;shape;FALSE;TRUE;America/Los_Angeles;2;1840019827
Idaho Falls;Idaho Falls;ID;Idaho;16019;Bonneville;43,4871;-112,0362;101326;1004;shape;FALSE;TRUE;America/Boise;2;1840018644
Vista;Vista;CA;California;06073;San Diego;33,1896;-117,2386;100659;2073;shape;FALSE;TRUE;America/Los_Angeles;2;1840021994
Holland;Holland;MI;Michigan;26139;Ottawa;42,7677;-86,0984;100202;771;shape;FALSE;TRUE;America/Detroit;2;1840002996
Longmont;Longmont;CO;Colorado;08013;Boulder;40,1686;-105,1005;100146;1286;shape;FALSE;TRUE;America/Denver;2;1840020178
Wichita Falls;Wichita Falls;TX;Texas;48485;Wichita;33,9072;-98,5291;100005;561;shape;FALSE;TRUE;America/Chicago;2;1840021923
Orem;Orem;UT;Utah;49049;Utah;40,2981;-111,6994;97883;2030;shape;FALSE;TRUE;America/Denver;2;1840020171
Compton;Compton;CA;California;06037;Los Angeles;33,893;-118,2274;95804;3688;shape;FALSE;TRUE;America/Los_Angeles;2;1840019240
Santa Fe;Santa Fe;NM;New Mexico;35049;Santa Fe;35,6619;-105,9819;95498;624;shape;FALSE;TRUE;America/Denver;2;1840021707
South Gate;South Gate;CA;California;06037;Los Angeles;33,9447;-118,1926;94905;5063;shape;FALSE;TRUE;America/Los_Angeles;2;1840021870
Sunrise;Sunrise;FL;Florida;12011;Broward;26,1547;-80,2997;94657;2256;shape;FALSE;TRUE;America/New_York;2;1840016000
Quincy;Quincy;MA;Massachusetts;25021;Norfolk;42,2506;-71,0187;94389;2199;shape;FALSE;TRUE;America/New_York;2;1840000461
Lynn;Lynn;MA;Massachusetts;25009;Essex;42,4781;-70,9664;94201;3386;shape;FALSE;TRUE;America/New_York;2;1840000409
Arden-Arcade;Arden-Arcade;CA;California;06067;Sacramento;38,6017;-121,3845;93719;2275;shape;FALSE;TRUE;America/Los_Angeles;2;1840036690
Santa Monica;Santa Monica;CA;California;06037;Los Angeles;34,0235;-118,481;91600;4205;shape;FALSE;TRUE;America/Los_Angeles;2;1840021866
Westminster;Westminster;CA;California;06059;Orange;33,7523;-117,9938;90857;3494;shape;FALSE;TRUE;America/Los_Angeles;2;1840021969
San Leandro;San Leandro;CA;California;06001;Alameda;37,7074;-122,1599;90489;2622;shape;FALSE;TRUE;America/Los_Angeles;2;1840021538
Bismarck;Bismarck;ND;North Dakota;38015;Burleigh;46,8143;-100,7694;90420;817;shape;FALSE;TRUE;America/Chicago;2;1840001926
Germantown;Germantown;MD;Maryland;24031;Montgomery;39,1755;-77,2643;89529;2029;shape;FALSE;FALSE;America/New_York;2;1840005840
Miami Beach;Miami Beach;FL;Florida;12086;Miami-Dade;25,8171;-80,1396;89439;4489;shape;FALSE;TRUE;America/New_York;2;1840015150
State College;State College;PA;Pennsylvania;42027;Centre;40,7909;-77,8567;88526;3567;shape;FALSE;TRUE;America/New_York;2;1840000830
Citrus Heights;Citrus Heights;CA;California;06067;Sacramento;38,6948;-121,288;87665;2380;shape;FALSE;TRUE;America/Los_Angeles;2;1840018845
Hawthorne;Hawthorne;CA;California;06037;Los Angeles;33,9147;-118,3476;85410;5417;shape;FALSE;TRUE;America/Los_Angeles;2;1840020486
Clifton;Clifton;NJ;New Jersey;34031;Passaic;40,863;-74,1575;85201;2917;shape;FALSE;TRUE;America/New_York;2;1840003511
Whittier;Whittier;CA;California;06037;Los Angeles;33,9678;-118,0188;84821;2235;shape;FALSE;TRUE;America/Los_Angeles;2;1840021878
Alhambra;Alhambra;CA;California;06037;Los Angeles;34,084;-118,1355;84509;4275;shape;FALSE;TRUE;America/Los_Angeles;2;1840019222
Buena Park;Buena Park;CA;California;06059;Orange;33,8572;-118,0046;82228;3015;shape;FALSE;TRUE;America/Los_Angeles;2;1840019324
Cicero;Cicero;IL;Illinois;17031;Cook;41,8445;-87,7593;81471;5363;shape;FALSE;TRUE;America/Chicago;2;1840009186
Pine Hills;Pine Hills;FL;Florida;12095;Orange;28,5818;-81,4692;81415;2577;shape;FALSE;FALSE;America/New_York;2;1840014098
Somerville;Somerville;MA;Massachusetts;25017;Middlesex;42,3908;-71,1014;81175;7602;shape;FALSE;TRUE;America/New_York;2;1840003123
Silver Spring;Silver Spring;MD;Maryland;24031;Montgomery;39,0028;-77,0207;81069;3970;shape;FALSE;FALSE;America/New_York;2;1840005845
Deerfield Beach;Deerfield Beach;FL;Florida;12011;Broward;26,305;-80,1277;80822;2087;shape;FALSE;TRUE;America/New_York;2;1840015136
Tustin;Tustin;CA;California;06059;Orange;33,7311;-117,8107;80815;2795;shape;FALSE;TRUE;America/Los_Angeles;2;1840021967
Lebanon;Lebanon;PA;Pennsylvania;42075;Lebanon;40,3412;-76,4228;80620;2388;shape;FALSE;TRUE;America/New_York;2;1840001347
Yauco;Yauco;PR;Puerto Rico;72153;Yauco;18,0344;-66,8615;80307;2064;shape;FALSE;FALSE;America/Puerto_Rico;2;1630035600
Mountain View;Mountain View;CA;California;06085;Santa Clara;37,4001;-122,0796;80104;2586;shape;FALSE;TRUE;America/Los_Angeles;2;1840020332
Lawrence;Lawrence;MA;Massachusetts;25009;Essex;42,7002;-71,1626;80022;4458;shape;FALSE;TRUE;America/New_York;2;1840000408
Alameda;Alameda;CA;California;06001;Alameda;37,7668;-122,267;79827;2949;shape;FALSE;TRUE;America/Los_Angeles;2;1840018913
Lakewood;Lakewood;CA;California;06037;Los Angeles;33,8471;-118,1222;79676;3272;shape;FALSE;TRUE;America/Los_Angeles;2;1840020515
New Rochelle;New Rochelle;NY;New York;36119;Westchester;40,9304;-73,7836;79367;2979;shape;FALSE;TRUE;America/New_York;2;1840000782
Davis;Davis;CA;California;06113;Yolo;38,5553;-121,737;78431;2657;shape;FALSE;TRUE;America/Los_Angeles;2;1840018833
Cheyenne;Cheyenne;WY;Wyoming;56021;Laramie;41,135;-104,7902;76456;767;shape;FALSE;TRUE;America/Denver;2;1840018713
Bellflower;Bellflower;CA;California;06037;Los Angeles;33,888;-118,1271;76339;4818;shape;FALSE;TRUE;America/Los_Angeles;2;1840019230
Watsonville;Watsonville;CA;California;06087;Santa Cruz;36,9206;-121,7708;76285;3016;shape;FALSE;TRUE;America/Los_Angeles;2;1840021581
Baldwin Park;Baldwin Park;CA;California;06037;Los Angeles;34,0829;-117,9722;75659;4404;shape;FALSE;TRUE;America/Los_Angeles;2;1840019227
Milpitas;Milpitas;CA;California;06085;Santa Clara;37,4336;-121,8921;75182;2153;shape;FALSE;TRUE;America/Los_Angeles;2;1840020329
Centreville;Centreville;VA;Virginia;51059;Fairfax;38,839;-77,4389;74230;2401;shape;FALSE;FALSE;America/New_York;2;1840006015
Evanston;Evanston;IL;Illinois;17031;Cook;42,0464;-87,6943;73979;3671;shape;FALSE;TRUE;America/Chicago;2;1840008129
Camden;Camden;NJ;New Jersey;34007;Camden;39,9361;-75,1073;73742;3191;shape;FALSE;TRUE;America/New_York;2;1840001507
Caguas;Caguas;PR;Puerto Rico;72025;Caguas;18,2319;-66,0388;73040;2587;shape;FALSE;FALSE;America/Puerto_Rico;2;1630023540
New Britain;New Britain;CT;Connecticut;09003;Hartford;41,6759;-72,7862;72543;2090;shape;FALSE;TRUE;America/New_York;2;1840004774
Lauderhill;Lauderhill;FL;Florida;12011;Broward;26,1605;-80,2241;71827;3255;shape;FALSE;TRUE;America/New_York;2;1840015146
Pawtucket;Pawtucket;RI;Rhode Island;44007;Providence;41,8744;-71,3743;71821;3199;shape;FALSE;TRUE;America/New_York;2;1840003285
Wilmington;Wilmington;DE;Delaware;10003;New Castle;39,7415;-75,5416;70655;2503;shape;FALSE;TRUE;America/New_York;2;1840005579
Passaic;Passaic;NJ;New Jersey;34031;Passaic;40,8574;-74,1282;69789;8600;shape;FALSE;TRUE;America/New_York;2;1840000837
Lynwood;Lynwood;CA;California;06037;Los Angeles;33,924;-118,2016;69625;5553;shape;FALSE;TRUE;America/Los_Angeles;2;1840020492
Union City;Union City;NJ;New Jersey;34017;Hudson;40,7675;-74,0323;68073;20421;shape;FALSE;TRUE;America/New_York;2;1840001034
Gaithersburg;Gaithersburg;MD;Maryland;24031;Montgomery;39,1346;-77,2131;67878;2539;shape;FALSE;TRUE;America/New_York;2;1840005848
Mount Vernon;Mount Vernon;NY;New York;36119;Westchester;40,9136;-73,8291;67623;5943;shape;FALSE;TRUE;America/New_York;2;1840000781
South San Francisco;South San Francisco;CA;California;06081;San Mateo;37,6538;-122,4196;66878;2805;shape;FALSE;TRUE;America/Los_Angeles;2;1840021552
Guaynabo;Guaynabo;PR;Puerto Rico;72061;Guaynabo;18,3832;-66,1134;66751;2139;shape;FALSE;FALSE;America/Puerto_Rico;2;1630023575
Redondo Beach;Redondo Beach;CA;California;06037;Los Angeles;33,8577;-118,3765;66663;4148;shape;FALSE;TRUE;America/Los_Angeles;2;1840020509
Tamarac;Tamarac;FL;Florida;12011;Broward;26,2056;-80,2539;66432;2213;shape;FALSE;TRUE;America/New_York;2;1840016001
Eastvale;Eastvale;CA;California;06065;Riverside;33,9617;-117,5803;65766;2003;shape;FALSE;TRUE;America/Los_Angeles;2;1840028421
Guayama;Guayama;PR;Puerto Rico;72057;Guayama;17,9743;-66,1104;65343;2100;shape;FALSE;FALSE;America/Puerto_Rico;2;1630035675
Schenectady;Schenectady;NY;New York;36093;Schenectady;42,8025;-73,9275;65336;2337;shape;FALSE;TRUE;America/New_York;2;1840000395
Bayonne;Bayonne;NJ;New Jersey;34017;Hudson;40,6668;-74,1158;65112;4318;shape;FALSE;TRUE;America/New_York;2;1840003595
Florence-Graham;Florence-Graham;CA;California;06037;Los Angeles;33,9682;-118,2447;64787;7127;shape;FALSE;TRUE;America/Los_Angeles;2;1840037057
East Orange;East Orange;NJ;New Jersey;34013;Essex;40,7651;-74,2117;64650;6355;shape;FALSE;TRUE;America/New_York;2;1840002792
Twin Rivers;Twin Rivers;NJ;New Jersey;34021;Mercer;40,2631;-74,4917;64012;2208;shape;FALSE;FALSE;America/New_York;2;1840005474
The Hammocks;The Hammocks;FL;Florida;12086;Miami-Dade;25,67;-80,4482;63687;3117;shape;FALSE;FALSE;America/New_York;2;1840029009
Skokie;Skokie;IL;Illinois;17031;Cook;42,036;-87,74;63300;2428;shape;FALSE;TRUE;America/Chicago;2;1840011321
La Habra;La Habra;CA;California;06059;Orange;33,9282;-117,9515;62787;3207;shape;FALSE;TRUE;America/Los_Angeles;2;1840020585
Brentwood;Brentwood;NY;New York;36103;Suffolk;40,7839;-73,2522;62743;2212;shape;FALSE;FALSE;America/New_York;2;1840005021
Montebello;Montebello;CA;California;06037;Los Angeles;34,0155;-118,1108;62697;2906;shape;FALSE;TRUE;America/Los_Angeles;2;1840020499
Pico Rivera;Pico Rivera;CA;California;06037;Los Angeles;33,9901;-118,0888;62507;2902;shape;FALSE;TRUE;America/Los_Angeles;2;1840020506
North Miami;North Miami;FL;Florida;12086;Miami-Dade;25,9008;-80,1686;62468;2860;shape;FALSE;TRUE;America/New_York;2;1840015154
National City;National City;CA;California;06073;San Diego;32,6654;-117,0983;61342;3246;shape;FALSE;TRUE;America/Los_Angeles;2;1840020622
Coconut Creek;Coconut Creek;FL;Florida;12011;Broward;26,2803;-80,1842;60935;2106;shape;FALSE;TRUE;America/New_York;2;1840015132
Malden;Malden;MA;Massachusetts;25017;Middlesex;42,4305;-71,0576;60710;4646;shape;FALSE;TRUE;America/New_York;2;1840000430
Monterey Park;Monterey Park;CA;California;06037;Los Angeles;34,0497;-118,1326;60597;3049;shape;FALSE;TRUE;America/Los_Angeles;2;1840020500
La Mesa;La Mesa;CA;California;06073;San Diego;32,7703;-117,0204;60208;2556;shape;FALSE;TRUE;America/Los_Angeles;2;1840020625
Taylorsville;Taylorsville;UT;Utah;49035;Salt Lake;40,6569;-111,9493;59926;2132;shape;FALSE;TRUE;America/Denver;2;1840021387
West Allis;West Allis;WI;Wisconsin;55079;Milwaukee;43,0068;-88,0296;59861;2030;shape;FALSE;TRUE;America/Chicago;2;1840003034
Cupertino;Cupertino;CA;California;06085;Santa Clara;37,3168;-122,0466;59799;2038;shape;FALSE;TRUE;America/Los_Angeles;2;1840018950
Gardena;Gardena;CA;California;06037;Los Angeles;33,8943;-118,3072;59401;3934;shape;FALSE;TRUE;America/Los_Angeles;2;1840020482
Fountainebleau;Fountainebleau;FL;Florida;12086;Miami-Dade;25,7723;-80,346;59174;5773;shape;FALSE;FALSE;America/New_York;2;1840028983
South Whittier;South Whittier;CA;California;06037;Los Angeles;33,9336;-118,0312;58616;4239;shape;FALSE;FALSE;America/Los_Angeles;2;1840019209
Margate;Margate;FL;Florida;12011;Broward;26,2466;-80,2119;58465;2576;shape;FALSE;TRUE;America/New_York;2;1840015999
Medford;Medford;MA;Massachusetts;25017;Middlesex;42,4234;-71,1087;58290;2778;shape;FALSE;TRUE;America/New_York;2;1840000431
White Plains;White Plains;NY;New York;36119;Westchester;41,022;-73,7547;58171;2306;shape;FALSE;TRUE;America/New_York;2;1840003477
Huntington Park;Huntington Park;CA;California;06037;Los Angeles;33,98;-118,2167;57761;7414;shape;FALSE;TRUE;America/Los_Angeles;2;1840019235
Arcadia;Arcadia;CA;California;06037;Los Angeles;34,1342;-118,0373;57053;2015;shape;FALSE;TRUE;America/Los_Angeles;2;1840019223
Fountain Valley;Fountain Valley;CA;California;06059;Orange;33,7105;-117,9514;56118;2388;shape;FALSE;TRUE;America/Los_Angeles;2;1840020575
New Brunswick;New Brunswick;NJ;New Jersey;34023;Middlesex;40,487;-74,445;55992;4131;shape;FALSE;TRUE;America/New_York;2;1840001339
Tamiami;Tamiami;FL;Florida;12086;Miami-Dade;25,7556;-80,4016;55757;3054;shape;FALSE;FALSE;America/New_York;2;1840029085
Kendale Lakes;Kendale Lakes;FL;Florida;12086;Miami-Dade;25,7081;-80,4078;55732;2664;shape;FALSE;FALSE;America/New_York;2;1840029045
Oak Lawn;Oak Lawn;IL;Illinois;17031;Cook;41,7139;-87,7528;55432;2497;shape;FALSE;TRUE;America/Chicago;2;1840011306
Carson City;Carson City;NV;Nevada;32510;Carson City;39,1511;-119,7476;55244;147;shape;FALSE;TRUE;America/Los_Angeles;2;1840003826
Berwyn;Berwyn;IL;Illinois;17031;Cook;41,8433;-87,7909;54850;5423;shape;FALSE;TRUE;America/Chicago;2;1840007027
Westchester;Westchester;FL;Florida;12086;Miami-Dade;25,7471;-80,3523;54470;2644;shape;FALSE;FALSE;America/New_York;2;1840014241
Paramount;Paramount;CA;California;06037;Los Angeles;33,8977;-118,1651;53949;4406;shape;FALSE;TRUE;America/Los_Angeles;2;1840020504
Aspen Hill;Aspen Hill;MD;Maryland;24031;Montgomery;39,0927;-77,0826;53869;2189;shape;FALSE;FALSE;America/New_York;2;1840005825
Rosemead;Rosemead;CA;California;06037;Los Angeles;34,0689;-118,0823;53850;4028;shape;FALSE;TRUE;America/Los_Angeles;2;1840020495
Aloha;Aloha;OR;Oregon;41067;Washington;45,492;-122,8725;53724;2819;shape;FALSE;FALSE;America/Los_Angeles;2;1840017414
